t,MV,MVP,MVI,MVD,SP,PV,DV,Man
1.010000000000000000e+02,9.966580075187658849e+01,1.115090535895566148e+02,-2.734001786380733279e+01,-6.791012751481526432e-06,5.500000000000000000e+01,3.703999999999999915e+01,1.000000000000000000e+01,0.000000000000000000e+00
1.020000000000000000e+02,9.909248385704732698e+01,1.102673046631695541e+02,-2.667401934963908161e+01,-4.526486563100891547e-05,5.500000000000000000e+01,3.724000000000000199e+01,1.000000000000000000e+01,0.000000000000000000e+00
1.030000000000000000e+02,9.876143433425050944e+01,1.092739055220599482e+02,-2.601402082208495870e+01,-3.621334447527924122e-05,5.500000000000000000e+01,3.739999999999999858e+01,1.000000000000000000e+01,0.000000000000000000e+00
1.040000000000000000e+02,9.961108354045039448e+01,1.094601678610180073e+02,-2.535289729704068407e+01,6.788372652338982151e-06,5.500000000000000000e+01,3.736999999999999744e+01,1.000000000000000000e+01,0.000000000000000000e+00
1.050000000000000000e+02,9.946226542445427299e+01,1.086530310588664179e+02,-2.469664876112038954e+01,-2.942175430201380296e-05,5.500000000000000000e+01,3.750000000000000000e+01,1.000000000000000000e+01,0.000000000000000000e+00
1.060000000000000000e+02,9.937096647545952521e+01,1.079079817030341957e+02,-2.404490021516069120e+01,-2.715984334067777085e-05,5.500000000000000000e+01,3.761999999999999744e+01,1.000000000000000000e+01,0.000000000000000000e+00
1.070000000000000000e+02,9.977478293423793332e+01,1.076596319177567977e+02,-2.339465166585452494e+01,-9.053913655636574824e-06,5.500000000000000000e+01,3.765999999999999659e+01,1.000000000000000000e+01,0.000000000000000000e+00
1.080000000000000000e+02,9.986466405148777881e+01,1.071008449008826062e+02,-2.274777810901880670e+01,-2.036940817338203056e-05,5.500000000000000000e+01,3.775000000000000000e+01,1.000000000000000000e+01,0.000000000000000000e+00
1.090000000000000000e+02,1.000000000000000000e+02,1.072871072398406653e+02,-2.280044975990651324e+01,6.788950200432961220e-06,5.500000000000000000e+01,3.771999999999999886e+01,1.000000000000000000e+01,0.000000000000000000e+00
1.100000000000000000e+02,1.000000000000000000e+02,1.068524951156052083e+02,-2.236745083882766494e+01,-1.584236885609054680e-05,5.500000000000000000e+01,3.778999999999999915e+01,1.000000000000000000e+01,0.000000000000000000e+00
1.110000000000000000e+02,1.000000000000000000e+02,1.064799704376890759e+02,-2.199648715583455072e+01,-1.357996291582725033e-05,5.500000000000000000e+01,3.785000000000000142e+01,1.000000000000000000e+01,0.000000000000000000e+00
1.120000000000000000e+02,9.964518826721112532e+01,1.054865712965794557e+02,-2.135936357724679269e+01,-3.621218948735058609e-05,5.500000000000000000e+01,3.800999999999999801e+01,1.000000000000000000e+01,0.000000000000000000e+00
1.130000000000000000e+02,9.965911967977558561e+01,1.048656968333859254e+02,-2.072598999029286304e+01,-2.263362905944413757e-05,5.500000000000000000e+01,3.810999999999999943e+01,1.000000000000000000e+01,0.000000000000000000e+00
1.140000000000000000e+02,9.991908283234249666e+01,1.044931721554698072e+02,-2.009486639831923327e+01,-1.358021047295645170e-05,5.500000000000000000e+01,3.817000000000000171e+01,1.000000000000000000e+01,0.000000000000000000e+00
1.150000000000000000e+02,9.992686853008245862e+01,1.038722976922762768e+02,-1.946749279797943188e+01,-2.263280407150593406e-05,5.500000000000000000e+01,3.827000000000000313e+01,1.000000000000000000e+01,0.000000000000000000e+00
1.160000000000000000e+02,1.000000000000000000e+02,1.036860353533182462e+02,-1.920935457034322624e+01,-6.790517730446980323e-06,5.500000000000000000e+01,3.829999999999999716e+01,1.000000000000000000e+01,0.000000000000000000e+00
1.170000000000000000e+02,1.000000000000000000e+02,1.030651608901247158e+02,-1.858965158850158517e+01,-2.263255657151430237e-05,5.500000000000000000e+01,3.839999999999999858e+01,1.000000000000000000e+01,0.000000000000000000e+00
1.180000000000000000e+02,1.000000000000000000e+02,1.026926362122085976e+02,-1.821827410594122298e+01,-1.358021043386178832e-05,5.500000000000000000e+01,3.846000000000000085e+01,1.000000000000000000e+01,0.000000000000000000e+00
1.190000000000000000e+02,1.000000000000000000e+02,1.025063738732505243e+02,-1.803311054582478690e+01,-6.790187742489702376e-06,5.500000000000000000e+01,3.849000000000000199e+01,1.000000000000000000e+01,0.000000000000000000e+00
1.200000000000000000e+02,9.980813786079519900e+01,1.016992370710989775e+02,-1.741886191620339375e+01,-2.942224927191901108e-05,5.500000000000000000e+01,3.861999999999999744e+01,1.000000000000000000e+01,0.000000000000000000e+00
1.210000000000000000e+02,9.998617094055839516e+01,1.012646249468635062e+02,-1.680723828072568082e+01,-1.584368883799639586e-05,5.500000000000000000e+01,3.868999999999999773e+01,1.000000000000000000e+01,0.000000000000000000e+00
1.220000000000000000e+02,1.000000000000000000e+02,1.010783626079054471e+02,-1.660812572738758774e+01,-6.790270251508493994e-06,5.500000000000000000e+01,3.871999999999999886e+01,1.000000000000000000e+01,0.000000000000000000e+00
1.230000000000000000e+02,9.961200399921584392e+01,1.000849634667957844e+02,-1.600362707601415124e+01,-3.621194198736341318e-05,5.500000000000000000e+01,3.888000000000000256e+01,1.000000000000000000e+01,0.000000000000000000e+00
1.240000000000000000e+02,1.000000000000000000e+02,1.000849634667957844e+02,-1.561656748331155775e+01,-1.320008972238246758e-09,5.500000000000000000e+01,3.888000000000000256e+01,1.000000000000000000e+01,0.000000000000000000e+00
1.250000000000000000e+02,9.960593182567612303e+01,9.909156432568617845e+01,-1.501806881855224951e+01,-3.621169451443601560e-05,5.500000000000000000e+01,3.903999999999999915e+01,1.000000000000000000e+01,0.000000000000000000e+00
