t,MV,PV,DV
2.090000000000000000e+02,7.372936178706385135e+01,5.028999999999999915e+01,1.000000000000000000e+01
2.100000000000000000e+02,7.353144840711391339e+01,5.035000000000000142e+01,1.000000000000000000e+01
2.110000000000000000e+02,7.326885482204788502e+01,5.042000000000000171e+01,1.000000000000000000e+01
2.120000000000000000e+02,7.406553686472602749e+01,5.032000000000000028e+01,1.000000000000000000e+01
2.130000000000000000e+02,7.461606991853412296e+01,5.025999999999999801e+01,1.000000000000000000e+01
2.140000000000000000e+02,7.341984851397856460e+01,5.047999999999999687e+01,1.000000000000000000e+01
2.150000000000000000e+02,7.358966243534429452e+01,5.047999999999999687e+01,1.000000000000000000e+01
2.160000000000000000e+02,7.357203081710478898e+01,5.050999999999999801e+01,1.000000000000000000e+01
2.170000000000000000e+02,7.349081465889130982e+01,5.054999999999999716e+01,1.000000000000000000e+01
2.180000000000000000e+02,7.347056387015433643e+01,5.057999999999999829e+01,1.000000000000000000e+01
2.190000000000000000e+02,7.263714301580981214e+01,5.074000000000000199e+01,1.000000000000000000e+01
2.200000000000000000e+02,7.242239709928038849e+01,5.079999999999999716e+01,1.000000000000000000e+01
2.210000000000000000e+02,7.195551815737023560e+01,5.089999999999999858e+01,1.000000000000000000e+01
2.220000000000000000e+02,7.192214967839525741e+01,5.092999999999999972e+01,1.000000000000000000e+01
2.230000000000000000e+02,7.182517410874666552e+01,5.096999999999999886e+01,1.000000000000000000e+01
2.240000000000000000e+02,7.160176985425212592e+01,5.103000000000000114e+01,1.000000000000000000e+01
2.250000000000000000e+02,7.137611860949647280e+01,5.109000000000000341e+01,1.000000000000000000e+01
2.260000000000000000e+02,7.127314527707440561e+01,5.113000000000000256e+01,1.000000000000000000e+01
2.270000000000000000e+02,7.185577771762912391e+01,5.106000000000000227e+01,1.000000000000000000e+01
2.280000000000000000e+02,7.137910872384668437e+01,5.115999999999999659e+01,1.000000000000000000e+01
2.290000000000000000e+02,7.196062677601878477e+01,5.109000000000000341e+01,1.000000000000000000e+01
2.300000000000000000e+02,7.185761809182031357e+01,5.113000000000000256e+01,1.000000000000000000e+01
2.310000000000000000e+02,7.162820342628245385e+01,5.118999999999999773e+01,1.000000000000000000e+01
2.320000000000000000e+02,7.177133009795950613e+01,5.118999999999999773e+01,1.000000000000000000e+01
2.330000000000000000e+02,7.191444175460682686e+01,5.118999999999999773e+01,1.000000000000000000e+01
2.340000000000000000e+02,7.187015785668178580e+01,5.121999999999999886e+01,1.000000000000000000e+01
2.350000000000000000e+02,7.201214845805431253e+01,5.121999999999999886e+01,1.000000000000000000e+01
2.360000000000000000e+02,7.252891911420448423e+01,5.115999999999999659e+01,1.000000000000000000e+01
2.370000000000000000e+02,7.248574241008175534e+01,5.118999999999999773e+01,1.000000000000000000e+01
2.380000000000000000e+02,7.262885381030180554e+01,5.118999999999999773e+01,1.000000000000000000e+01
2.390000000000000000e+02,7.258456291638213997e+01,5.121999999999999886e+01,1.000000000000000000e+01
2.400000000000000000e+02,7.291394069346368667e+01,5.118999999999999773e+01,1.000000000000000000e+01
2.410000000000000000e+02,7.305703440190866615e+01,5.118999999999999773e+01,1.000000000000000000e+01
2.420000000000000000e+02,7.320013354430727759e+01,5.118999999999999773e+01,1.000000000000000000e+01
2.430000000000000000e+02,7.334323134191610905e+01,5.118999999999999773e+01,1.000000000000000000e+01
2.440000000000000000e+02,7.348632780286749266e+01,5.118999999999999773e+01,1.000000000000000000e+01
2.450000000000000000e+02,7.344202880980338932e+01,5.121999999999999886e+01,1.000000000000000000e+01
2.460000000000000000e+02,7.333414557989313209e+01,5.125999999999999801e+01,1.000000000000000000e+01
2.470000000000000000e+02,7.228779267602673997e+01,5.145000000000000284e+01,1.000000000000000000e+01
2.480000000000000000e+02,7.242117689392895841e+01,5.145000000000000284e+01,1.000000000000000000e+01
2.490000000000000000e+02,7.192986973647279569e+01,5.154999999999999716e+01,1.000000000000000000e+01
2.500000000000000000e+02,7.205948101367820868e+01,5.154999999999999716e+01,1.000000000000000000e+01
2.510000000000000000e+02,7.118963304593039254e+01,5.171000000000000085e+01,1.000000000000000000e+01
2.520000000000000000e+02,7.075107298737374606e+01,5.179999999999999716e+01,1.000000000000000000e+01
2.530000000000000000e+02,7.043405025256807050e+01,5.186999999999999744e+01,1.000000000000000000e+01
2.540000000000000000e+02,7.017686145016428156e+01,5.192999999999999972e+01,1.000000000000000000e+01
2.550000000000000000e+02,6.985495443363666368e+01,5.200000000000000000e+01,1.000000000000000000e+01
2.560000000000000000e+02,7.021753524122698309e+01,5.196000000000000085e+01,1.000000000000000000e+01
2.570000000000000000e+02,7.051912521232343067e+01,5.192999999999999972e+01,1.000000000000000000e+01
2.580000000000000000e+02,7.100923534368197920e+01,5.186999999999999744e+01,1.000000000000000000e+01
2.590000000000000000e+02,7.131419333856439380e+01,5.184000000000000341e+01,1.000000000000000000e+01
2.600000000000000000e+02,7.143288778417448270e+01,5.184000000000000341e+01,1.000000000000000000e+01
2.610000000000000000e+02,7.155158781730033013e+01,5.184000000000000341e+01,1.000000000000000000e+01
2.620000000000000000e+02,7.148289253043645886e+01,5.186999999999999744e+01,1.000000000000000000e+01
2.630000000000000000e+02,7.178786609951060882e+01,5.184000000000000341e+01,1.000000000000000000e+01
2.640000000000000000e+02,7.190655578269479520e+01,5.184000000000000341e+01,1.000000000000000000e+01
2.650000000000000000e+02,7.183785695503911484e+01,5.186999999999999744e+01,1.000000000000000000e+01
2.660000000000000000e+02,7.239268583986455496e+01,5.179999999999999716e+01,1.000000000000000000e+01
2.670000000000000000e+02,7.251286297036128303e+01,5.179999999999999716e+01,1.000000000000000000e+01
2.680000000000000000e+02,7.282044891428982680e+01,5.177000000000000313e+01,1.000000000000000000e+01
2.690000000000000000e+02,7.375379900949818079e+01,5.164000000000000057e+01,1.000000000000000000e+01
2.700000000000000000e+02,7.387995911349091216e+01,5.164000000000000057e+01,1.000000000000000000e+01
2.710000000000000000e+02,7.338150041737345930e+01,5.174000000000000199e+01,1.000000000000000000e+01
2.720000000000000000e+02,7.312917207201692804e+01,5.179999999999999716e+01,1.000000000000000000e+01
2.730000000000000000e+02,7.343676594174601746e+01,5.177000000000000313e+01,1.000000000000000000e+01
2.740000000000000000e+02,7.393285745674955933e+01,5.171000000000000085e+01,1.000000000000000000e+01
2.750000000000000000e+02,7.405640282059931678e+01,5.171000000000000085e+01,1.000000000000000000e+01
2.760000000000000000e+02,7.399256653869068145e+01,5.174000000000000199e+01,1.000000000000000000e+01
2.770000000000000000e+02,7.411500508445237756e+01,5.174000000000000199e+01,1.000000000000000000e+01
2.780000000000000000e+02,7.467468871805753849e+01,5.167000000000000171e+01,1.000000000000000000e+01
2.790000000000000000e+02,7.454986863187636459e+01,5.171000000000000085e+01,1.000000000000000000e+01
2.800000000000000000e+02,7.386138999188352727e+01,5.184000000000000341e+01,1.000000000000000000e+01
2.810000000000000000e+02,7.398009687892239583e+01,5.184000000000000341e+01,1.000000000000000000e+01
2.820000000000000000e+02,7.491081450253631147e+01,5.171000000000000085e+01,1.000000000000000000e+01
2.830000000000000000e+02,7.447215305247299000e+01,5.179999999999999716e+01,1.000000000000000000e+01
2.840000000000000000e+02,7.459234772542527026e+01,5.179999999999999716e+01,1.000000000000000000e+01
